pl_name,hostname,st_mass,pl_bmassj,pl_massj,pl_orbsmax,pl_orbeccen,sy_snum,sy_pnum,pl_orbper,planet_mass_jup,planet_solar_mass,star_solar_mass,ecc,sma
Kepler-1743 b,Kepler-1743,1.266,0.01,,0.084,0.0,1,1,7.649710178,0.01,9.55e-06,1.266,0.0,0.084
Kepler-1003 b,Kepler-1003,1.11,0.012,,0.04333,0.0,1,1,3.554856915,0.012,1.146e-05,1.11,0.0,0.04333
Kepler-244 c,Kepler-244,0.933,0.0153,,0.087,0.0,1,3,9.767292,0.0153,1.4611499999999999e-05,0.933,0.0,0.087
Kepler-959 b,Kepler-959,1.6,0.0555,,0.1633,0.0,1,1,14.80074836,0.0555,5.30025e-05,1.6,0.0,0.1633
BD+45 564 b,BD+45 564,0.81,1.36,,0.83,0.12,1,1,307.88,1.36,0.0012988000000000001,0.81,0.12,0.83
Kepler-1478 b,Kepler-1478,1.04,0.0115,,0.1681,0.0,1,1,26.0840594,0.0115,1.09825e-05,1.04,0.0,0.1681
KOI-984 b,KOI-984,0.928,0.0537,,0.0504,0.12,1,2,4.2881785,0.0537,5.12835e-05,0.928,0.12,0.0504
Kepler-1097 b,Kepler-1097,0.82,0.0336,,0.5791,0.0,1,1,187.747029,0.0336,3.2088e-05,0.82,0.0,0.5791
Kepler-1043 b,Kepler-1043,0.92,0.0221,,0.2159,0.0,1,1,38.5053398,0.0221,2.1105500000000003e-05,0.92,0.0,0.2159
Kepler-546 b,Kepler-546,1.11,0.123,,0.0502,0.0,1,1,4.147020258,0.123,0.000117465,1.11,0.0,0.0502
Kepler-205 b,Kepler-205,0.592,0.00909,,0.032,0.0,1,2,2.75564,0.00909,8.68095e-06,0.592,0.0,0.032
Kepler-1689 b,Kepler-1689,1.023,0.00251,,0.0784,0.0,1,1,8.483,0.00251,2.39705e-06,1.023,0.0,0.0784
Kepler-1881 b,Kepler-1881,0.812,0.0289,,0.53325,0.0,1,1,159.3939972,0.0289,2.75995e-05,0.812,0.0,0.53325
Kepler-30 b,Kepler-30,0.99,0.036,0.036,0.18,0.042,1,3,29.33434,0.036,3.438e-05,0.99,0.042,0.18
Kepler-1494 b,Kepler-1494,0.96,0.0303,,0.3982,0.0,1,1,91.080482,0.0303,2.89365e-05,0.96,0.0,0.3982
Kepler-1670 b,Kepler-1670,1.05,0.0353,,0.1528,0.0,1,1,20.4998,0.0353,3.37115e-05,1.05,0.0,0.1528
Kepler-1201 b,Kepler-1201,1.15,0.0184,,0.1183,0.0,1,1,15.18725932,0.0184,1.7572e-05,1.15,0.0,0.1183
Kepler-335 b,Kepler-335,1.367,0.0359,,0.075,0.0,1,2,6.562331,0.0359,3.42845e-05,1.367,0.0,0.075
Kepler-1950 b,Kepler-1950,0.759,0.00927,,0.0871,0.0,1,1,10.77690029,0.00927,8.852850000000001e-06,0.759,0.0,0.0871
Kepler-1062 b,Kepler-1062,0.75,0.0118,,0.0748,0.0,1,1,9.30412078,0.0118,1.1269e-05,0.75,0.0,0.0748
Kepler-1738 b,Kepler-1738,1.079,0.0263,,0.0781,0.0,1,1,7.674630165,0.0263,2.51165e-05,1.079,0.0,0.0781
Kepler-639 b,Kepler-639,1.14,0.0197,,0.09358,0.0,1,1,10.21420496,0.0197,1.88135e-05,1.14,0.0,0.09358
Kepler-1857 b,Kepler-1857,0.873,0.0142,,0.08308,0.0,1,1,8.94340992,0.0142,1.3561000000000001e-05,0.873,0.0,0.08308
Kepler-1339 b,Kepler-1339,0.94,0.000896,,0.02356,0.0,1,1,1.341555127,0.000896,8.5568e-07,0.94,0.0,0.02356
Kepler-593 b,Kepler-593,1.08,0.0271,,0.1508,0.0,1,1,21.21708973,0.0271,2.58805e-05,1.08,0.0,0.1508
Kepler-46 c,Kepler-46,0.902,0.376,0.376,0.2799,0.0146,1,3,57.011,0.376,0.00035908,0.902,0.0146,0.2799
Kepler-1773 b,Kepler-1773,1.241,0.038,,0.24831,0.0,1,1,40.80970001,0.038,3.629e-05,1.241,0.0,0.24831
Kepler-1446 b,Kepler-1446,0.81,0.0015,,0.01405,0.0,1,1,0.689967832,0.0015,1.4325e-06,0.81,0.0,0.01405
Kepler-174 d,Kepler-174,0.602,0.0171,,0.677,0.0,1,3,247.35373,0.0171,1.6330500000000002e-05,0.602,0.0,0.677
Kepler-1264 b,Kepler-1264,0.99,0.00553,,0.01839,0.0,1,1,0.968526023,0.00553,5.28115e-06,0.99,0.0,0.01839
Kepler-1483 b,Kepler-1483,1.25,0.0092,,0.0958,0.0,1,1,9.5085156,0.0092,8.786e-06,1.25,0.0,0.0958
Kepler-165 b,Kepler-165,0.746,0.0189,,0.072,0.0,1,2,8.180848,0.0189,1.80495e-05,0.746,0.0,0.072
55 Cnc b,55 Cnc,0.905,0.8306,0.8306,0.1134,0.0,2,5,14.6516,0.8306,0.000793223,0.905,0.0,0.1134
55 Cnc e,55 Cnc,0.905,0.02513923,0.0251392253720542,0.01544,0.05,2,5,0.7365474,0.02513923,2.4007964649999998e-05,0.905,0.05,0.01544
G 261-6 b,G 261-6,0.118,0.0043105,,0.02971,0.0,1,1,5.4536,0.0043105,4.1165275000000005e-06,0.118,0.0,0.02971
GJ 486 b,GJ 486,0.312,0.00871539,0.00871539465633731,0.01714,0.00086,1,1,1.46712127,0.00871539,8.32319745e-06,0.312,0.00086,0.01714
Kepler-47 d,Kepler-47,0.957,0.05984331,0.0598433124626373,0.6992,0.024,2,3,187.366,0.05984331,5.7150361049999997e-05,0.957,0.024,0.6992
Kepler-1118 b,Kepler-1118,0.96,0.025,,0.2079,0.0,1,1,38.6715075,0.025,2.3875e-05,0.96,0.0,0.2079
Kepler-937 c,Kepler-937,1.15,0.0239,,0.5545,0.0,1,2,153.343364,0.0239,2.28245e-05,1.15,0.0,0.5545
KIC 5437945 b,KIC 5437945,1.07,0.106,,1.19671,0.0,1,2,440.7813,0.106,0.00010123,1.07,0.0,1.19671
Kepler-1560 b,Kepler-1560,1.02,0.00201,,0.04175,0.0,1,1,3.03195744,0.00201,1.91955e-06,1.02,0.0,0.04175
Kepler-82 e,Kepler-82,0.946,0.7992363,0.799236299856608,0.063,0.0,1,5,5.902206,0.7992363,0.0007632706665,0.946,0.0,0.063
GJ 3998 d,GJ 3998,0.52,0.01909836,,0.189,0.0,1,3,41.78,0.01909836,1.8238933800000002e-05,0.52,0.0,0.189
Kepler-114 c,Kepler-114,0.56,0.009,0.009,0.06482,0.0,1,3,8.041,0.009,8.595e-06,0.56,0.0,0.06482
Kepler-18 d,Kepler-18,0.972,0.052,0.052,0.1172,0.0,1,3,14.85888,0.052,4.9659999999999995e-05,0.972,0.0,0.1172
Kepler-1459 b,Kepler-1459,0.78,0.00761,,0.2829,0.0,1,1,62.8691611,0.00761,7.2675499999999996e-06,0.78,0.0,0.2829
Kepler-1044 b,Kepler-1044,1.08,0.0239,,0.0741,0.0,1,1,6.77408868,0.0239,2.28245e-05,1.08,0.0,0.0741
Kepler-882 b,Kepler-882,0.9,0.00642,,0.04741,0.0,1,1,3.989539666,0.00642,6.1311000000000005e-06,0.9,0.0,0.04741
Kepler-1782 b,Kepler-1782,0.794,0.0176,,0.05825,0.0,1,1,5.756229877,0.0176,1.6808000000000002e-05,0.794,0.0,0.05825
Kepler-284 b,Kepler-284,0.766,0.0178,,0.104,0.0,1,2,12.699149,0.0178,1.6999e-05,0.766,0.0,0.104
Kepler-254 c,Kepler-254,0.849,0.01,0.01,0.105,0.0,1,3,12.412183,0.01,9.55e-06,0.849,0.0,0.105
Kepler-111 b,Kepler-111,1.171,0.00982,,0.046,0.0,1,2,3.341815,0.00982,9.378100000000001e-06,1.171,0.0,0.046
KOI-351 c,KOI-351,1.2,0.0057,,0.089,0.0,1,8,8.719375,0.0057,5.4435000000000005e-06,1.2,0.0,0.089
KOI-351 h,KOI-351,1.2,1.2,1.2,1.01,0.0,1,8,331.60059,1.2,0.0011459999999999999,1.2,0.0,1.01
Kepler-418 c,Kepler-418,0.957,0.0747,,0.10632,0.0,1,2,12.21829987,0.0747,7.133850000000001e-05,0.957,0.0,0.10632
TOI-763 b,TOI-763,0.917,0.03080263,0.0308026303369726,0.06,0.04,1,2,5.6057,0.03080263,2.941651165e-05,0.917,0.04,0.06
HD 28109 b,HD 28109,1.26,0.05819492,0.0581949240301859,0.1357,0.3307,1,3,22.89104,0.05819492,5.55761486e-05,1.26,0.3307,0.1357
Kepler-968 b,Kepler-968,0.76,0.0147,,0.0389,0.0,1,3,3.692983728,0.0147,1.40385e-05,0.76,0.0,0.0389
Kepler-169 d,Kepler-169,0.825,0.0066,,0.075,0.0,1,5,8.348125,0.0066,6.303e-06,0.825,0.0,0.075
Kepler-312 c,Kepler-312,1.314,0.0317,,0.153,0.0,1,2,19.747412,0.0317,3.02735e-05,1.314,0.0,0.153
Kepler-1163 b,Kepler-1163,1.22,0.0034,,0.06868,0.0,1,1,6.11786898,0.0034,3.247e-06,1.22,0.0,0.06868
Kepler-557 b,Kepler-557,1.11,0.0239,,0.0469,0.0,1,1,3.705989551,0.0239,2.28245e-05,1.11,0.0,0.0469
Kepler-200 b,Kepler-200,0.972,0.0163,,0.08,0.0,1,2,8.594805,0.0163,1.5566499999999997e-05,0.972,0.0,0.08
Kepler-1572 b,Kepler-1572,0.97,0.00245,,0.05838,0.0,1,1,5.49548621,0.00245,2.33975e-06,0.97,0.0,0.05838
Kepler-716 b,Kepler-716,0.83,0.0275,,0.08628,0.0,1,2,10.37168453,0.0275,2.62625e-05,0.83,0.0,0.08628
Kepler-1253 b,Kepler-1253,0.97,0.00733,,0.31444,0.0,1,1,68.8861915,0.00733,7.00015e-06,0.97,0.0,0.31444
Kepler-62 d,Kepler-62,0.69,0.044,0.044,0.12,0.0,1,5,18.16406,0.044,4.202e-05,0.69,0.0,0.12
Kepler-1392 b,Kepler-1392,0.88,0.0142,,0.1189,0.0,1,1,15.1410397,0.0142,1.3561000000000001e-05,0.88,0.0,0.1189
Kepler-650 b,Kepler-650,1.08,0.0285,,0.0421,0.0,1,1,3.032145588,0.0285,2.72175e-05,1.08,0.0,0.0421
Kepler-1400 b,Kepler-1400,0.83,0.0102,,0.0771,0.0,1,1,9.06689421,0.0102,9.741e-06,0.83,0.0,0.0771
Kepler-1211 b,Kepler-1211,0.96,0.0221,,0.09763,0.0,1,1,11.01816836,0.0221,2.1105500000000003e-05,0.96,0.0,0.09763
Kepler-132 b,Kepler-132,0.929,0.00606,,0.067,0.0,2,4,6.178196,0.00606,5.7873000000000005e-06,0.929,0.0,0.067
Kepler-1752 b,Kepler-1752,0.824,0.059,,0.2698,0.0,1,1,56.35850143,0.059,5.6345e-05,0.824,0.0,0.2698
Kepler-1470 b,Kepler-1470,0.8,0.0039,,0.116,0.0,1,1,16.2950903,0.0039,3.7244999999999997e-06,0.8,0.0,0.116
Kepler-10 d,Kepler-10,0.91,0.03989574,,0.5379,0.26,1,3,151.04,0.03989574,3.81004317e-05,0.91,0.26,0.5379
Kepler-1268 b,Kepler-1268,1.06,0.015,,0.2383,0.0,1,1,40.9903986,0.015,1.4325e-05,1.06,0.0,0.2383
Kepler-970 b,Kepler-970,0.67,0.023,,0.139,0.34,2,1,16.736525,0.023,2.1965e-05,0.67,0.34,0.139
Kepler-1196 b,Kepler-1196,0.98,0.0176,,0.3179,0.0,1,1,66.1849031,0.0176,1.6808000000000002e-05,0.98,0.0,0.3179
Kepler-1236 b,Kepler-1236,0.86,0.0164,,0.1803,0.0,1,1,31.0571618,0.0164,1.5662e-05,0.86,0.0,0.1803
Kepler-1715 b,Kepler-1715,1.082,0.0504,,0.22429,0.0,1,1,35.59730148,0.0504,4.8132e-05,1.082,0.0,0.22429
HD 213885 b,HD 213885,1.068,0.02778215,0.0277821476890161,0.02012,0.0,1,2,1.008035,0.02778215,2.653195325e-05,1.068,0.0,0.02012
TOI-2096 c,TOI-2096,0.231,0.0136,,0.04,0.1,1,2,6.38784,0.0136,1.2988e-05,0.231,0.1,0.04
Kepler-977 b,Kepler-977,0.87,0.0232,,0.162,0.0,1,1,26.85328322,0.0232,2.2156e-05,0.87,0.0,0.162
Kepler-1083 b,Kepler-1083,0.81,0.0354,,0.1899,0.0,1,1,33.4177993,0.0354,3.3807000000000003e-05,0.81,0.0,0.1899
Kepler-559 b,Kepler-559,0.96,0.0399,,0.1277,0.0,1,1,17.58752333,0.0399,3.81045e-05,0.96,0.0,0.1277
Kepler-1603 b,Kepler-1603,1.21,0.00696,,0.0351,0.0,1,1,2.27163926,0.00696,6.6468000000000005e-06,1.21,0.0,0.0351
Kepler-1245 c,Kepler-1245,0.86,0.00839,,0.0372,0.0,1,2,2.936584681,0.00839,8.01245e-06,0.86,0.0,0.0372
Kepler-1204 b,Kepler-1204,1.03,0.03,,0.3877,0.0,1,1,85.7350285,0.03,2.865e-05,1.03,0.0,0.3877
Kepler-1834 c,Kepler-1834,0.765,0.00624,,0.015,0.0,1,2,0.766691517,0.00624,5.9592e-06,0.765,0.0,0.015
Kepler-550 b,Kepler-550,0.87,0.0563,,0.0747,0.0,1,1,8.600104109,0.0563,5.37665e-05,0.87,0.0,0.0747
Kepler-587 b,Kepler-587,0.92,0.0176,,0.0952,0.0,1,1,10.94027841,0.0176,1.6808000000000002e-05,0.92,0.0,0.0952
Kepler-188 b,Kepler-188,1.021,0.0109,,0.032,0.0,1,2,2.061897,0.0109,1.0409500000000001e-05,1.021,0.0,0.032
Kepler-167 b,Kepler-167,0.777,0.0113,,0.04825,0.0,2,4,4.3931539,0.0113,1.07915e-05,0.777,0.0,0.04825
Kepler-1671 b,Kepler-1671,0.866,0.00729,,0.04946,0.0,1,1,4.16787,0.00729,6.9619499999999995e-06,0.866,0.0,0.04946
Kepler-953 c,Kepler-953,0.95,0.0057,,0.0862,0.0,1,2,9.10967112,0.0057,5.4435000000000005e-06,0.95,0.0,0.0862
TOI-1279 b,TOI-1279,0.8784,0.03335133,0.0333513297318323,0.085,0.0,1,1,9.61419,0.03335133,3.185052015e-05,0.8784,0.0,0.085
Kepler-222 d,Kepler-222,0.933,0.0415,,0.18,0.0,1,3,28.081912,0.0415,3.9632500000000004e-05,0.933,0.0,0.18
Kepler-428 b,Kepler-428,0.87,1.27,1.27,0.0433,0.22,1,1,3.52563254,1.27,0.0012128500000000001,0.87,0.22,0.0433
Kepler-1666 b,Kepler-1666,1.23,0.0273,,0.1761,0.0,1,2,25.8476,0.0273,2.6071500000000003e-05,1.23,0.0,0.1761
Kepler-1766 b,Kepler-1766,0.915,0.0183,,0.4161,0.0,1,1,105.0149994,0.0183,1.74765e-05,0.915,0.0,0.4161
Kepler-179 b,Kepler-179,0.893,0.0105,,0.036,0.0,1,2,2.735926,0.0105,1.00275e-05,0.893,0.0,0.036
Kepler-1745 b,Kepler-1745,0.995,0.0138,,0.0408,0.0,1,1,3.016190052,0.0138,1.3179e-05,0.995,0.0,0.0408
Kepler-865 c,Kepler-865,0.782,0.00201,,0.061,0.0,1,2,6.20920207,0.00201,1.91955e-06,0.782,0.0,0.061
Kepler-672 b,Kepler-672,0.95,0.0214,,0.2163,0.0,1,1,38.3774623,0.0214,2.0436999999999998e-05,0.95,0.0,0.2163
Kepler-257 d,Kepler-257,0.916,0.0683,,0.16,0.0,1,3,24.664551,0.0683,6.52265e-05,0.916,0.0,0.16
Kepler-129 c,Kepler-129,1.178,0.13529313,0.135293130044225,0.39,0.2,1,3,82.2,0.13529313,0.00012920493915000001,1.178,0.2,0.39
Kepler-1388 c,Kepler-1388,0.63,0.018,,0.0519,0.0,1,4,5.53608151,0.018,1.719e-05,0.63,0.0,0.0519
Kepler-1388 e,Kepler-1388,0.63,0.0208,,0.1861,0.0,1,4,37.6327084,0.0208,1.9863999999999998e-05,0.63,0.0,0.1861
Kepler-1389 b,Kepler-1389,0.81,0.0119,,0.38249,0.0,1,1,99.2530951,0.0119,1.1364500000000001e-05,0.81,0.0,0.38249
Kepler-1128 b,Kepler-1128,0.94,0.0407,,0.302,0.0,1,1,61.6178167,0.0407,3.88685e-05,0.94,0.0,0.302
Kepler-1015 b,Kepler-1015,1.49,0.0388,,0.1345,0.0,1,1,16.00494214,0.0388,3.7054e-05,1.49,0.0,0.1345
Kepler-1655 b,Kepler-1655,1.03,0.0169903,0.0169903000520655,0.1029,0.19,1,1,11.8728787,0.0169903,1.62257365e-05,1.03,0.19,0.1029
Kepler-1832 b,Kepler-1832,0.684,0.00637,,0.037,0.0,1,1,3.138789892,0.00637,6.08335e-06,0.684,0.0,0.037
Kepler-1666 c,Kepler-1666,1.23,0.0332,,0.2383,0.0,1,2,40.7157,0.0332,3.1706e-05,1.23,0.0,0.2383
Kepler-1691 b,Kepler-1691,1.11,0.0127,,0.0495,0.0,1,1,3.8482,0.0127,1.21285e-05,1.11,0.0,0.0495
Kepler-233 b,Kepler-233,0.855,0.0204,,0.077,0.0,1,2,8.472382,0.0204,1.9482e-05,0.855,0.0,0.077
HD 219134 d,HD 219134,0.81,0.05087625,0.0508762546015165,0.237,0.138,1,6,46.859,0.05087625,4.858681875e-05,0.81,0.138,0.237
Qatar-4 b,Qatar-4,0.896,6.1,6.1,0.02803,0.0,1,1,1.8053564,6.1,0.0058255,0.896,0.0,0.02803
TOI-451 b,TOI-451,0.95,0.0136,,0.0283,0.0,2,3,1.858703,0.0136,1.2988e-05,0.95,0.0,0.0283
TOI-2416 b,TOI-2416,1.118,3.0,3.0,0.0831,0.32,1,1,8.275479,3.0,0.002865,1.118,0.32,0.0831
WASP-41 c,WASP-41,0.93,3.18,,1.07,0.294,1,2,421.0,3.18,0.0030369000000000004,0.93,0.294,1.07
Kepler-1823 b,Kepler-1823,1.068,0.0157,,0.15332,0.0,1,1,21.10339928,0.0157,1.49935e-05,1.068,0.0,0.15332
HD 164509 b,HD 164509,1.12,0.443,,0.87,0.238,2,1,280.17,0.443,0.00042306500000000003,1.12,0.238,0.87
CoRoT-7 b,CoRoT-7,0.82,0.01282637,0.01282637,0.017016,0.0,1,3,0.85359163,0.01282637,1.224918335e-05,0.82,0.0,0.017016
BD-210397 b,BD-210397,0.679,0.7,,2.63,0.1,1,2,1891.0,0.7,0.0006684999999999999,0.679,0.1,2.63
GJ 9404 b,GJ 9404,0.62,0.03744159,,0.0943,0.49,1,1,13.4586,0.03744159,3.5756718449999994e-05,0.62,0.49,0.0943
HATS-55 b,HATS-55,1.1955,0.921,0.921,0.05412,0.092,1,1,4.2042001,0.921,0.0008795550000000001,1.1955,0.092,0.05412
Kepler-770 d,Kepler-770,0.94,0.008,,0.0616,0.0,1,3,4.15244722,0.008,7.64e-06,0.94,0.0,0.0616
Kepler-122 e,Kepler-122,0.982,0.087,0.087,0.227,0.0,1,5,37.993273,0.087,8.3085e-05,0.982,0.0,0.227
Kepler-154 d,Kepler-154,0.98,0.0444,,0.14354,0.0,1,5,20.54981883,0.0444,4.2402000000000005e-05,0.98,0.0,0.14354
Kepler-529 b,Kepler-529,1.07,0.013,,0.0309,0.0,1,3,1.980357663,0.013,1.2414999999999999e-05,1.07,0.0,0.0309
HIP 99770 b,HIP 99770,1.85,16.1,16.1,16.9,0.25,1,1,18600.0,16.1,0.015375500000000002,1.85,0.25,16.9
Kepler-1996 c,Kepler-1996,0.748,0.0261,,0.3608,0.0,1,2,92.7297248,0.0261,2.49255e-05,0.748,0.0,0.3608
Kepler-20 e,Kepler-20,0.929,0.00239123,0.00239122741473515,0.0637,0.092,2,6,6.0984882,0.00239123,2.28362465e-06,0.929,0.092,0.0637
GJ 436 b,GJ 436,0.47,0.07,0.07,0.0291,0.13827,1,1,2.64388312,0.07,6.685000000000001e-05,0.47,0.13827,0.0291
TOI-1266 b,TOI-1266,0.437,0.01403273,0.0140327293022615,0.073,0.039,1,3,10.8945,0.01403273,1.340125715e-05,0.437,0.039,0.073
TOI-1266 d,TOI-1266,0.437,0.01157857,0.0115785748502965,0.1513,0.087,1,3,32.509,0.01157857,1.105753435e-05,0.437,0.087,0.1513
HATS-26 b,HATS-26,1.299,0.65,0.65,0.04735,0.245,1,1,3.3023881,0.65,0.00062075,1.299,0.245,0.04735
HD 17674 b,HD 17674,0.98,0.87,,1.42,0.13,1,1,623.8,0.87,0.0008308500000000001,0.98,0.13,1.42
HD 177830 c,HD 177830,1.47,0.15,,0.5137,0.3,2,2,110.9,0.15,0.00014324999999999999,1.47,0.3,0.5137
HD 179079 b,HD 179079,1.14,0.081,,0.1214,0.049,1,1,14.479,0.081,7.735500000000001e-05,1.14,0.049,0.1214
51 Eri b,51 Eri,1.75,2.0,2.0,13.2,0.45,3,1,11688.0,2.0,0.00191,1.75,0.45,13.2
WASP-102 b,WASP-102,1.08,0.622,0.622,0.041,0.0,1,1,2.709813,0.622,0.00059401,1.08,0.0,0.041
WASP-188 b,WASP-188,1.5,1.443,1.443,0.072,0.0,1,1,5.748916,1.443,0.0013780650000000001,1.5,0.0,0.072
WASP-194 b,WASP-194,1.29,1.174,1.174,0.047,0.0,1,1,3.183387,1.174,0.00112117,1.29,0.0,0.047
HD 72659 c,HD 72659,1.09,18.806,18.806,13.959,0.091,1,2,18207.72098,18.806,0.01795973,1.09,0.091,13.959
HD 13724 c,HD 13724,1.004,0.16,,0.534,0.651,1,1,142.22895,0.16,0.0001528,1.004,0.651,0.534
TOI-5398 b,TOI-5398,1.146,0.18469085,0.184690854269675,0.098,0.13,1,2,10.590547,0.18469085,0.00017637976175,1.146,0.13,0.098
HD 151450 c,HD 151450,1.14,5.148,5.148,14.131,0.138,1,2,18144.76236,5.148,0.00491634,1.14,0.138,14.131
HD 32963 b,HD 32963,0.94,2.07,2.07,3.41,0.07,1,1,2372.0,2.07,0.00197685,0.94,0.07,3.41
Kepler-844 b,Kepler-844,0.59,0.0109,,0.0298,0.0,1,1,2.613020856,0.0109,1.0409500000000001e-05,0.59,0.0,0.0298
Kepler-155 c,Kepler-155,0.635,0.0178,,0.242,0.0,1,2,52.661793,0.0178,1.6999e-05,0.635,0.0,0.242
HD 185269 b,HD 185269,1.3,1.01,,0.077,0.229,3,1,6.83776,1.01,0.00096455,1.3,0.229,0.077
HD 136352 b,HD 136352,0.87,0.01485078,0.0148507807862499,0.0964,0.0,1,3,11.57797,0.01485078,1.41824949e-05,0.87,0.0,0.0964
TOI-1269 b,TOI-1269,0.9027,0.02013665,0.0201366519135591,0.0496,0.0,1,1,4.2529913,0.02013665,1.923050075e-05,0.9027,0.0,0.0496
TOI-1295 b,TOI-1295,1.38,1.42,1.42,0.047,0.024,1,1,3.1968838,1.42,0.0013560999999999998,1.38,0.024,0.047
TOI-1347 b,TOI-1347,0.913,0.03492451,0.0349245056625791,0.0171,0.0,1,2,0.84742346,0.03492451,3.335290705e-05,0.913,0.0,0.0171
TOI-1443 b,TOI-1443,0.7663,0.09439056,0.0943905558448084,0.147,0.0,1,1,23.540678,0.09439056,9.01429848e-05,0.7663,0.0,0.147
TOI-1669 b,TOI-1669,0.9867,0.60095321,,1.27,0.0,1,2,500.0,0.60095321,0.00057391031555,0.9867,0.0,1.27
Kepler-11 f,Kepler-11,0.961,0.006,0.006,0.25,0.013,1,6,46.6888,0.006,5.73e-06,0.961,0.013,0.25
Kepler-1029 b,Kepler-1029,0.82,0.00669,,0.047,0.0,1,1,4.417696479,0.00669,6.38895e-06,0.82,0.0,0.047
Kepler-180 c,Kepler-180,0.95,0.0293,,0.229,0.0,1,2,41.885775,0.0293,2.79815e-05,0.95,0.0,0.229
TOI-1260 d,TOI-1260,0.679,0.03725281,0.0372528060400844,0.1116,0.0,1,3,16.608164,0.03725281,3.557643355e-05,0.679,0.0,0.1116
TrES-3 b,TrES-3,0.928,1.91,1.91,0.02282,0.0,1,1,1.30618581,1.91,0.00182405,0.928,0.0,0.02282
HD 10180 c,HD 10180,1.06,0.04122,,0.06412,0.073,1,6,5.75969,0.04122,3.93651e-05,1.06,0.073,0.06412
GJ 3512 c,GJ 3512,0.123,0.2,,1.292,0.0183,1,2,1599.6,0.2,0.000191,0.123,0.0183,1.292
Kepler-195 c,Kepler-195,0.867,0.00951,,0.197,0.0,1,2,34.096863,0.00951,9.082049999999999e-06,0.867,0.0,0.197
Kepler-261 c,Kepler-261,0.834,0.0147,,0.156,0.0,1,2,24.570858,0.0147,1.40385e-05,0.834,0.0,0.156
Kepler-263 b,Kepler-263,0.793,0.0239,,0.12,0.0,1,2,16.568087,0.0239,2.28245e-05,0.793,0.0,0.12
Kepler-270 b,Kepler-270,1.17,0.0148,,0.107,0.0,1,2,11.476094,0.0148,1.4134e-05,1.17,0.0,0.107
Kepler-272 c,Kepler-272,0.91,0.308,0.308,0.061,0.0,1,3,6.057342,0.308,0.00029414,0.91,0.0,0.061
HD 206255 b,HD 206255,1.42,0.10760469,,0.461,0.23,1,1,96.045,0.10760469,0.00010276247895,1.42,0.23,0.461
HD 113538 b,HD 113538,0.585,0.36,,1.24,0.14,1,2,663.2,0.36,0.0003438,0.585,0.14,1.24
HD 11964 b,HD 11964,0.91,0.622,,3.16,0.041,2,2,1945.0,0.622,0.00059401,0.91,0.041,3.16
HD 20781 c,HD 20781,0.7,0.0168,,0.1004,0.09,2,5,13.8905,0.0168,1.6044e-05,0.7,0.09,0.1004
TOI-1798.02,TOI-1798,0.87,0.01761957,0.0176195704243642,0.010789,0.0,1,2,0.437811822,0.01761957,1.682668935e-05,0.87,0.0,0.010789
WASP-197 b,WASP-197,1.36,1.269,1.269,0.065,0.0,1,1,5.167228,1.269,0.001211895,1.36,0.0,0.065
Kepler-55 c,Kepler-55,0.62,0.22,0.22,0.2095,0.0,1,5,42.1516418,0.22,0.0002101,0.62,0.0,0.2095
HD 125595 b,HD 125595,0.29,0.02,,0.08,0.0,1,1,9.6737,0.02,1.91e-05,0.29,0.0,0.08
TOI-1410 c,TOI-1410,0.7941,0.0849515,,0.239,0.0,1,2,47.56,0.0849515,8.11286825e-05,0.7941,0.0,0.239
K2-18 b,K2-18,0.359,0.02806532,0.0280653179372621,0.1429,0.2,1,2,32.939623,0.02806532,2.68023806e-05,0.359,0.2,0.1429
TOI-1801 b,TOI-1801,0.556,0.01805377,0.0180537669812504,0.075,0.0,2,1,10.64387,0.01805377,1.724135035e-05,0.556,0.0,0.075
TOI-1807 b,TOI-1807,0.8048,0.0076771,0.00767709854204442,0.0122,0.0,1,1,0.54937097,0.0076771,7.3316305e-06,0.8048,0.0,0.0122
Kepler-1231 b,Kepler-1231,1.01,0.00819,,0.0914,0.0,1,1,10.41725184,0.00819,7.82145e-06,1.01,0.0,0.0914
Kepler-117 c,Kepler-117,1.129,1.84,1.84,0.2804,0.0323,1,2,50.790391,1.84,0.0017572,1.129,0.0323,0.2804
Kepler-246 c,Kepler-246,0.853,0.00899,,0.095,0.0,1,2,11.187161,0.00899,8.58545e-06,0.853,0.0,0.095
Kepler-1463 b,Kepler-1463,0.96,0.013,,0.1694,0.0,1,1,25.15864,0.013,1.2414999999999999e-05,0.96,0.0,0.1694
Kepler-280 c,Kepler-280,0.962,0.0148,,0.056,0.0,1,2,4.807091,0.0148,1.4134e-05,0.962,0.0,0.056
Kepler-222 b,Kepler-222,0.933,0.0319,,0.048,0.0,1,3,3.936981,0.0319,3.04645e-05,0.933,0.0,0.048
HD 133131 A b,HD 133131 A,0.95,1.42,,1.44,0.33,2,3,649.0,1.42,0.0013560999999999998,0.95,0.33,1.44
HD 212771 b,HD 212771,1.56,2.39,,1.19,0.076,1,1,380.7,2.39,0.00228245,1.56,0.076,1.19
HD 141399 e,HD 141399,1.07,0.66,,5.0,0.26,1,4,5000.0,0.66,0.0006303000000000001,1.07,0.26,5.0
HD 147018 b,HD 147018,0.927,2.12,,0.2388,0.4686,1,2,44.236,2.12,0.0020246,0.927,0.4686,0.2388
